Source,Target,Weight,Type
"Endocrinology, Diabetes and Metabolism",Cardiology and Cardiovascular Medicine,185,Undirected
"Endocrinology, Diabetes and Metabolism",Pharmacology,122,Undirected
"Endocrinology, Diabetes and Metabolism",Genetics,170,Undirected
"Endocrinology, Diabetes and Metabolism",Rehabilitation,32,Undirected
"Endocrinology, Diabetes and Metabolism",Pathology and Forensic Medicine,56,Undirected
"Endocrinology, Diabetes and Metabolism",Physiology,132,Undirected
"Endocrinology, Diabetes and Metabolism",Cellular and Molecular Neuroscience,19,Undirected
"Endocrinology, Diabetes and Metabolism",Biomaterials,3,Undirected
"Endocrinology, Diabetes and Metabolism",Obstetrics and Gynecology,7,Undirected
"Endocrinology, Diabetes and Metabolism",Cell Biology,14,Undirected
"Endocrinology, Diabetes and Metabolism",Occupational Therapy,14,Undirected
"Endocrinology, Diabetes and Metabolism",Pulmonary and Respiratory Medicine,65,Undirected
"Endocrinology, Diabetes and Metabolism",Biological Psychiatry,3,Undirected
"Endocrinology, Diabetes and Metabolism",Gastroenterology,10,Undirected
"Endocrinology, Diabetes and Metabolism",Biochemistry,18,Undirected
"Endocrinology, Diabetes and Metabolism",Biotechnology,2,Undirected
"Endocrinology, Diabetes and Metabolism",Complementary and alternative medicine,5,Undirected
"Endocrinology, Diabetes and Metabolism",Geriatrics and Gerontology,8,Undirected
"Endocrinology, Diabetes and Metabolism",Ophthalmology,5,Undirected
"Endocrinology, Diabetes and Metabolism",Reproductive Medicine,19,Undirected
"Endocrinology, Diabetes and Metabolism",Endocrine and Autonomic Systems,12,Undirected
"Endocrinology, Diabetes and Metabolism",Behavioral Neuroscience,14,Undirected
"Endocrinology, Diabetes and Metabolism",Psychiatry and Mental health,25,Undirected
"Endocrinology, Diabetes and Metabolism",Immunology,12,Undirected
"Endocrinology, Diabetes and Metabolism",Transplantation,4,Undirected
"Endocrinology, Diabetes and Metabolism",Nutrition and Dietetics,33,Undirected
"Endocrinology, Diabetes and Metabolism",Animal Science and Zoology,2,Undirected
"Endocrinology, Diabetes and Metabolism","Physical Therapy, Sports Therapy and Rehabilitation",6,Undirected
"Endocrinology, Diabetes and Metabolism",Urology,7,Undirected
"Endocrinology, Diabetes and Metabolism",Sociology and Political Science,3,Undirected
"Endocrinology, Diabetes and Metabolism",Food Science,3,Undirected
"Endocrinology, Diabetes and Metabolism",Pharmacy,8,Undirected
"Endocrinology, Diabetes and Metabolism",Critical Care and Intensive Care Medicine,2,Undirected
"Endocrinology, Diabetes and Metabolism",Infectious Diseases,6,Undirected
"Endocrinology, Diabetes and Metabolism",Pharmaceutical Science,2,Undirected
"Endocrinology, Diabetes and Metabolism",Emergency Medicine,6,Undirected
"Endocrinology, Diabetes and Metabolism",Social Psychology,6,Undirected
"Endocrinology, Diabetes and Metabolism",Virology,1,Undirected
"Endocrinology, Diabetes and Metabolism",Speech and Hearing,1,Undirected
"Endocrinology, Diabetes and Metabolism",Anesthesiology and Pain Medicine,5,Undirected
"Endocrinology, Diabetes and Metabolism",Clinical Biochemistry,11,Undirected
"Endocrinology, Diabetes and Metabolism",Orthopedics and Sports Medicine,1,Undirected
"Endocrinology, Diabetes and Metabolism",Hematology,2,Undirected
"Endocrinology, Diabetes and Metabolism",Clinical Psychology,5,Undirected
"Endocrinology, Diabetes and Metabolism",Toxicology,2,Undirected
"Endocrinology, Diabetes and Metabolism",Organic Chemistry,1,Undirected
"Endocrinology, Diabetes and Metabolism",Urban Studies,1,Undirected
"Endocrinology, Diabetes and Metabolism",Periodontics,1,Undirected
"Endocrinology, Diabetes and Metabolism",Oral Surgery,1,Undirected
"Endocrinology, Diabetes and Metabolism",Family Practice,2,Undirected
"Endocrinology, Diabetes and Metabolism",Dermatology,3,Undirected
"Endocrinology, Diabetes and Metabolism","Issues, ethics and legal aspects",1,Undirected
"Endocrinology, Diabetes and Metabolism",Anatomy,1,Undirected
"Endocrinology, Diabetes and Metabolism","Statistics, Probability and Uncertainty",3,Undirected
"Endocrinology, Diabetes and Metabolism",Applied Psychology,1,Undirected
"Endocrinology, Diabetes and Metabolism",Mechanics of Materials,1,Undirected
"Endocrinology, Diabetes and Metabolism",Small Animals,1,Undirected
"Endocrinology, Diabetes and Metabolism",Applied Microbiology and Biotechnology,1,Undirected
Nature and Landscape Conservation,Global and Planetary Change,143,Undirected
Nature and Landscape Conservation,Sociology and Political Science,13,Undirected
Nature and Landscape Conservation,Environmental Chemistry,20,Undirected
Nature and Landscape Conservation,Environmental Engineering,33,Undirected
Nature and Landscape Conservation,Genetics,22,Undirected
Nature and Landscape Conservation,Urban Studies,1,Undirected
Nature and Landscape Conservation,Political Science and International Relations,2,Undirected
Nature and Landscape Conservation,"Management, Monitoring, Policy and Law",9,Undirected
Nature and Landscape Conservation,Ocean Engineering,2,Undirected
Nature and Landscape Conservation,Soil Science,11,Undirected
Nature and Landscape Conservation,Organic Chemistry,1,Undirected
Nature and Landscape Conservation,Insect Science,17,Undirected
Nature and Landscape Conservation,Immunology,2,Undirected
Nature and Landscape Conservation,Social Psychology,3,Undirected
Nature and Landscape Conservation,"Geography, Planning and Development",3,Undirected
Nature and Landscape Conservation,Geology,1,Undirected
Nature and Landscape Conservation,Aging,1,Undirected
Nature and Landscape Conservation,Agronomy and Crop Science,5,Undirected
Nature and Landscape Conservation,Sensory Systems,1,Undirected
Nature and Landscape Conservation,Mechanical Engineering,4,Undirected
Nature and Landscape Conservation,Transportation,2,Undirected
Nature and Landscape Conservation,Physiology,1,Undirected
Nature and Landscape Conservation,Mechanics of Materials,3,Undirected
Nature and Landscape Conservation,Astronomy and Astrophysics,1,Undirected
Nature and Landscape Conservation,"Safety, Risk, Reliability and Quality",1,Undirected
Nature and Landscape Conservation,Developmental Biology,1,Undirected
Nature and Landscape Conservation,Aerospace Engineering,2,Undirected
Nature and Landscape Conservation,Condensed Matter Physics,1,Undirected
Nature and Landscape Conservation,Small Animals,1,Undirected
Nature and Landscape Conservation,Pollution,1,Undirected
Nature and Landscape Conservation,Cultural Studies,1,Undirected
Nature and Landscape Conservation,Endocrinology,1,Undirected
Nature and Landscape Conservation,Building and Construction,1,Undirected
Nature and Landscape Conservation,Industrial and Manufacturing Engineering,1,Undirected
Global and Planetary Change,Food Science,2,Undirected
Global and Planetary Change,Mechanical Engineering,28,Undirected
Global and Planetary Change,"Renewable Energy, Sustainability and the Environment",21,Undirected
Global and Planetary Change,Statistical and Nonlinear Physics,4,Undirected
Global and Planetary Change,"Management, Monitoring, Policy and Law",106,Undirected
Global and Planetary Change,Environmental Engineering,232,Undirected
Global and Planetary Change,Ocean Engineering,50,Undirected
Global and Planetary Change,"Safety, Risk, Reliability and Quality",37,Undirected
Global and Planetary Change,Materials Chemistry,3,Undirected
Global and Planetary Change,Aerospace Engineering,21,Undirected
Global and Planetary Change,"General Economics, Econometrics and Finance",2,Undirected
Global and Planetary Change,Political Science and International Relations,7,Undirected
Global and Planetary Change,Sociology and Political Science,82,Undirected
Global and Planetary Change,Earth-Surface Processes,32,Undirected
Global and Planetary Change,Genetics,20,Undirected
Global and Planetary Change,Soil Science,49,Undirected
Global and Planetary Change,Civil and Structural Engineering,17,Undirected
Global and Planetary Change,Spectroscopy,9,Undirected
Global and Planetary Change,Modeling and Simulation,5,Undirected
Global and Planetary Change,Management Science and Operations Research,6,Undirected
Global and Planetary Change,Geochemistry and Petrology,11,Undirected
Global and Planetary Change,Mechanics of Materials,29,Undirected
Global and Planetary Change,Environmental Chemistry,29,Undirected
Global and Planetary Change,Pollution,19,Undirected
Global and Planetary Change,Biological Psychiatry,1,Undirected
Global and Planetary Change,Transportation,31,Undirected
Global and Planetary Change,Building and Construction,20,Undirected
Global and Planetary Change,Energy Engineering and Power Technology,2,Undirected
Global and Planetary Change,History,2,Undirected
Global and Planetary Change,Astronomy and Astrophysics,18,Undirected
Global and Planetary Change,Industrial and Manufacturing Engineering,4,Undirected
Global and Planetary Change,Management of Technology and Innovation,3,Undirected
Global and Planetary Change,Insect Science,9,Undirected
Global and Planetary Change,Urban Studies,10,Undirected
Global and Planetary Change,Archeology,1,Undirected
Global and Planetary Change,Microbiology,2,Undirected
Global and Planetary Change,Applied Mathematics,2,Undirected
Global and Planetary Change,Endocrine and Autonomic Systems,7,Undirected
Global and Planetary Change,History and Philosophy of Science,2,Undirected
Global and Planetary Change,Inorganic Chemistry,2,Undirected
Global and Planetary Change,Radiological and Ultrasound Technology,4,Undirected
Global and Planetary Change,Biophysics,1,Undirected
Global and Planetary Change,Geometry and Topology,1,Undirected
Global and Planetary Change,Cellular and Molecular Neuroscience,2,Undirected
Global and Planetary Change,Media Technology,7,Undirected
Global and Planetary Change,Computational Mechanics,8,Undirected
Global and Planetary Change,Analytical Chemistry,2,Undirected
Global and Planetary Change,Business and International Management,4,Undirected
Global and Planetary Change,Speech and Hearing,1,Undirected
Global and Planetary Change,Fluid Flow and Transfer Processes,3,Undirected
Global and Planetary Change,Geophysics,2,Undirected
Global and Planetary Change,Automotive Engineering,5,Undirected
Global and Planetary Change,"Statistics, Probability and Uncertainty",2,Undirected
Global and Planetary Change,Social Psychology,8,Undirected
Global and Planetary Change,Physiology,2,Undirected
Global and Planetary Change,Agronomy and Crop Science,3,Undirected
Global and Planetary Change,Information Systems and Management,1,Undirected
Global and Planetary Change,Communication,1,Undirected
Global and Planetary Change,Control and Systems Engineering,1,Undirected
Global and Planetary Change,Demography,1,Undirected
Global and Planetary Change,"Geography, Planning and Development",3,Undirected
Global and Planetary Change,Public Administration,2,Undirected
Global and Planetary Change,General Energy,3,Undirected
Global and Planetary Change,Infectious Diseases,4,Undirected
Global and Planetary Change,Immunology,1,Undirected
Global and Planetary Change,Geology,3,Undirected
Global and Planetary Change,Aging,1,Undirected
Global and Planetary Change,Biomaterials,1,Undirected
Global and Planetary Change,Safety Research,1,Undirected
Global and Planetary Change,Nutrition and Dietetics,1,Undirected
Global and Planetary Change,Emergency Medical Services,1,Undirected
Global and Planetary Change,Parasitology,1,Undirected
Materials Chemistry,"Atomic and Molecular Physics, and Optics",300,Undirected
Materials Chemistry,"Renewable Energy, Sustainability and the Environment",399,Undirected
Materials Chemistry,Information Systems,5,Undirected
Materials Chemistry,"Electronic, Optical and Magnetic Materials",320,Undirected
Materials Chemistry,Mechanical Engineering,322,Undirected
Materials Chemistry,Automotive Engineering,36,Undirected
Materials Chemistry,Organic Chemistry,162,Undirected
Materials Chemistry,Inorganic Chemistry,279,Undirected
Materials Chemistry,Process Chemistry and Technology,27,Undirected
Materials Chemistry,Catalysis,185,Undirected
Materials Chemistry,Energy Engineering and Power Technology,32,Undirected
Materials Chemistry,Pollution,39,Undirected
Materials Chemistry,Biomaterials,80,Undirected
Materials Chemistry,Ceramics and Composites,40,Undirected
Materials Chemistry,Mechanics of Materials,114,Undirected
Materials Chemistry,Radiation,32,Undirected
Materials Chemistry,"Surfaces, Coatings and Films",33,Undirected
Materials Chemistry,Physiology,10,Undirected
Materials Chemistry,Immunology,7,Undirected
Materials Chemistry,Civil and Structural Engineering,89,Undirected
Materials Chemistry,Complementary and alternative medicine,10,Undirected
Materials Chemistry,Pharmacology,5,Undirected
Materials Chemistry,Structural Biology,24,Undirected
Materials Chemistry,Industrial and Manufacturing Engineering,43,Undirected
Materials Chemistry,Condensed Matter Physics,122,Undirected
Materials Chemistry,Geophysics,31,Undirected
Materials Chemistry,Metals and Alloys,36,Undirected
Materials Chemistry,Environmental Engineering,10,Undirected
Materials Chemistry,Acoustics and Ultrasonics,1,Undirected
Materials Chemistry,Aerospace Engineering,91,Undirected
Materials Chemistry,Spectroscopy,81,Undirected
Materials Chemistry,Physical and Theoretical Chemistry,48,Undirected
Materials Chemistry,Environmental Chemistry,20,Undirected
Materials Chemistry,Electrochemistry,25,Undirected
Materials Chemistry,Nutrition and Dietetics,9,Undirected
Materials Chemistry,Geochemistry and Petrology,2,Undirected
Materials Chemistry,Genetics,9,Undirected
Materials Chemistry,Pulmonary and Respiratory Medicine,12,Undirected
Materials Chemistry,Computational Mechanics,33,Undirected
Materials Chemistry,Pharmaceutical Science,7,Undirected
Materials Chemistry,"Statistics, Probability and Uncertainty",10,Undirected
Materials Chemistry,Earth-Surface Processes,5,Undirected
Materials Chemistry,Building and Construction,17,Undirected
Materials Chemistry,Biophysics,26,Undirected
Materials Chemistry,Food Science,23,Undirected
Materials Chemistry,Ocean Engineering,12,Undirected
Materials Chemistry,Control and Systems Engineering,10,Undirected
Materials Chemistry,Accounting,1,Undirected
Materials Chemistry,Fluid Flow and Transfer Processes,19,Undirected
Materials Chemistry,Statistical and Nonlinear Physics,15,Undirected
Materials Chemistry,Rehabilitation,2,Undirected
Materials Chemistry,Cellular and Molecular Neuroscience,32,Undirected
Materials Chemistry,Information Systems and Management,4,Undirected
Materials Chemistry,Filtration and Separation,3,Undirected
Materials Chemistry,Bioengineering,8,Undirected
Materials Chemistry,Computer Networks and Communications,8,Undirected
Materials Chemistry,Astronomy and Astrophysics,7,Undirected
Materials Chemistry,Media Technology,3,Undirected
Materials Chemistry,Cell Biology,7,Undirected
Materials Chemistry,Microbiology,1,Undirected
Materials Chemistry,Clinical Biochemistry,1,Undirected
Materials Chemistry,Developmental Neuroscience,2,Undirected
Materials Chemistry,Orthopedics and Sports Medicine,2,Undirected
Materials Chemistry,Pathology and Forensic Medicine,3,Undirected
Materials Chemistry,Molecular Medicine,5,Undirected
Materials Chemistry,Biochemistry,6,Undirected
Materials Chemistry,Management Information Systems,1,Undirected
Materials Chemistry,Analytical Chemistry,11,Undirected
Materials Chemistry,Strategy and Management,1,Undirected
Materials Chemistry,Nuclear Energy and Engineering,1,Undirected
Materials Chemistry,Clinical Psychology,1,Undirected
Materials Chemistry,Cardiology and Cardiovascular Medicine,1,Undirected
Materials Chemistry,Biological Psychiatry,1,Undirected
Materials Chemistry,Ophthalmology,1,Undirected
Materials Chemistry,"Safety, Risk, Reliability and Quality",5,Undirected
Materials Chemistry,Oral Surgery,1,Undirected
Materials Chemistry,General Materials Science,2,Undirected
Materials Chemistry,Biotechnology,4,Undirected
Materials Chemistry,Psychiatry and Mental health,1,Undirected
Materials Chemistry,Orthodontics,1,Undirected
Materials Chemistry,Applied Mathematics,2,Undirected
Materials Chemistry,Aging,1,Undirected
Materials Chemistry,Insect Science,2,Undirected
Materials Chemistry,Animal Science and Zoology,1,Undirected
Materials Chemistry,Archeology,1,Undirected
Materials Chemistry,Hardware and Architecture,1,Undirected
Materials Chemistry,Sociology and Political Science,1,Undirected
Physiology,Pulmonary and Respiratory Medicine,182,Undirected
Physiology,Psychiatry and Mental health,233,Undirected
Physiology,Genetics,125,Undirected
Physiology,Nutrition and Dietetics,69,Undirected
Physiology,Immunology,127,Undirected
Physiology,Endocrine and Autonomic Systems,119,Undirected
Physiology,Cellular and Molecular Neuroscience,126,Undirected
Physiology,Clinical Psychology,30,Undirected
Physiology,Pharmacology,163,Undirected
Physiology,Aging,56,Undirected
Physiology,Applied Psychology,25,Undirected
Physiology,Infectious Diseases,20,Undirected
Physiology,Critical Care and Intensive Care Medicine,6,Undirected
Physiology,Biochemistry,28,Undirected
Physiology,Microbiology,22,Undirected
Physiology,Complementary and alternative medicine,37,Undirected
Physiology,Biological Psychiatry,79,Undirected
Physiology,Pharmacy,16,Undirected
Physiology,Cell Biology,113,Undirected
Physiology,Sensory Systems,32,Undirected
Physiology,Geriatrics and Gerontology,76,Undirected
Physiology,Cardiology and Cardiovascular Medicine,80,Undirected
Physiology,Aerospace Engineering,8,Undirected
Physiology,Pathology and Forensic Medicine,55,Undirected
Physiology,Rehabilitation,25,Undirected
Physiology,Gastroenterology,27,Undirected
Physiology,Transportation,5,Undirected
Physiology,Sociology and Political Science,18,Undirected
Physiology,Clinical Biochemistry,42,Undirected
Physiology,Dermatology,44,Undirected
Physiology,Ophthalmology,6,Undirected
Physiology,Developmental Neuroscience,16,Undirected
Physiology,Hematology,25,Undirected
Physiology,Behavioral Neuroscience,14,Undirected
Physiology,General Social Sciences,1,Undirected
Physiology,Emergency Medical Services,12,Undirected
Physiology,Astronomy and Astrophysics,10,Undirected
Physiology,Molecular Medicine,2,Undirected
Physiology,Emergency Medicine,8,Undirected
Physiology,Social Psychology,16,Undirected
Physiology,Biomaterials,10,Undirected
Physiology,Organic Chemistry,12,Undirected
Physiology,Environmental Chemistry,3,Undirected
Physiology,Management of Technology and Innovation,1,Undirected
Physiology,Urology,2,Undirected
Physiology,Anesthesiology and Pain Medicine,19,Undirected
Physiology,Insect Science,5,Undirected
Physiology,Food Science,13,Undirected
Physiology,Speech and Hearing,18,Undirected
Physiology,"Atomic and Molecular Physics, and Optics",4,Undirected
Physiology,Literature and Literary Theory,4,Undirected
Physiology,Animal Science and Zoology,8,Undirected
Physiology,Neuropsychology and Physiological Psychology,2,Undirected
Physiology,Pollution,1,Undirected
Physiology,Family Practice,3,Undirected
Physiology,Orthopedics and Sports Medicine,12,Undirected
Physiology,"Statistics, Probability and Uncertainty",8,Undirected
Physiology,Spectroscopy,10,Undirected
Physiology,Occupational Therapy,2,Undirected
Physiology,Otorhinolaryngology,15,Undirected
Physiology,Environmental Engineering,2,Undirected
Physiology,Periodontics,19,Undirected
Physiology,Building and Construction,1,Undirected
Physiology,Biophysics,6,Undirected
Physiology,Radiological and Ultrasound Technology,3,Undirected
Physiology,Reproductive Medicine,5,Undirected
Physiology,Virology,2,Undirected
Physiology,Music,1,Undirected
Physiology,Pharmaceutical Science,3,Undirected
Physiology,Complementary and Manual Therapy,4,Undirected
Physiology,Human-Computer Interaction,3,Undirected
Physiology,Agronomy and Crop Science,2,Undirected
Physiology,Industrial and Manufacturing Engineering,1,Undirected
Physiology,"Renewable Energy, Sustainability and the Environment",3,Undirected
Physiology,"Physical Therapy, Sports Therapy and Rehabilitation",4,Undirected
Physiology,Developmental and Educational Psychology,9,Undirected
Physiology,Small Animals,3,Undirected
Physiology,Endocrinology,1,Undirected
Physiology,Automotive Engineering,1,Undirected
Physiology,Media Technology,1,Undirected
Physiology,Signal Processing,4,Undirected
Physiology,Research and Theory,2,Undirected
Physiology,Biotechnology,6,Undirected
Physiology,Electrochemistry,1,Undirected
Physiology,Mechanics of Materials,2,Undirected
Physiology,"Safety, Risk, Reliability and Quality",1,Undirected
Physiology,Obstetrics and Gynecology,2,Undirected
Physiology,Statistical and Nonlinear Physics,1,Undirected
Physiology,History and Philosophy of Science,1,Undirected
Physiology,Mechanical Engineering,1,Undirected
Physiology,Computational Mechanics,1,Undirected
Physiology,Communication,1,Undirected
Physiology,Cultural Studies,1,Undirected
Physiology,Safety Research,1,Undirected
Physiology,Information Systems,1,Undirected
Physiology,General Dentistry,1,Undirected
Physiology,Structural Biology,1,Undirected
Physiology,Transplantation,1,Undirected
Physiology,"Management, Monitoring, Policy and Law",1,Undirected
Physiology,Physical and Theoretical Chemistry,1,Undirected
Pulmonary and Respiratory Medicine,Psychiatry and Mental health,50,Undirected
Pulmonary and Respiratory Medicine,Emergency Medicine,40,Undirected
Pulmonary and Respiratory Medicine,Cellular and Molecular Neuroscience,14,Undirected
Pulmonary and Respiratory Medicine,Nutrition and Dietetics,42,Undirected
Pulmonary and Respiratory Medicine,Pathology and Forensic Medicine,89,Undirected
Pulmonary and Respiratory Medicine,Rehabilitation,18,Undirected
Pulmonary and Respiratory Medicine,Immunology,75,Undirected
Pulmonary and Respiratory Medicine,Infectious Diseases,34,Undirected
Pulmonary and Respiratory Medicine,Genetics,182,Undirected
Pulmonary and Respiratory Medicine,Cardiology and Cardiovascular Medicine,220,Undirected
Pulmonary and Respiratory Medicine,Otorhinolaryngology,38,Undirected
Pulmonary and Respiratory Medicine,Gastroenterology,44,Undirected
Pulmonary and Respiratory Medicine,Critical Care and Intensive Care Medicine,48,Undirected
Pulmonary and Respiratory Medicine,Marketing,3,Undirected
Pulmonary and Respiratory Medicine,Emergency Medical Services,21,Undirected
Pulmonary and Respiratory Medicine,Obstetrics and Gynecology,28,Undirected
Pulmonary and Respiratory Medicine,Spectroscopy,8,Undirected
Pulmonary and Respiratory Medicine,Internal Medicine,27,Undirected
Pulmonary and Respiratory Medicine,Small Animals,6,Undirected
Pulmonary and Respiratory Medicine,Cell Biology,20,Undirected
Pulmonary and Respiratory Medicine,Hematology,28,Undirected
Pulmonary and Respiratory Medicine,Anesthesiology and Pain Medicine,18,Undirected
Pulmonary and Respiratory Medicine,Ophthalmology,7,Undirected
Pulmonary and Respiratory Medicine,Sociology and Political Science,17,Undirected
Pulmonary and Respiratory Medicine,Endocrine and Autonomic Systems,33,Undirected
Pulmonary and Respiratory Medicine,Food Science,6,Undirected
Pulmonary and Respiratory Medicine,Biotechnology,13,Undirected
Pulmonary and Respiratory Medicine,Speech and Hearing,17,Undirected
Pulmonary and Respiratory Medicine,"Electronic, Optical and Magnetic Materials",1,Undirected
Pulmonary and Respiratory Medicine,Radiation,56,Undirected
Pulmonary and Respiratory Medicine,Automotive Engineering,4,Undirected
Pulmonary and Respiratory Medicine,Transplantation,4,Undirected
Pulmonary and Respiratory Medicine,"Renewable Energy, Sustainability and the Environment",2,Undirected
Pulmonary and Respiratory Medicine,Urology,15,Undirected
Pulmonary and Respiratory Medicine,Pharmaceutical Science,7,Undirected
Pulmonary and Respiratory Medicine,Developmental Neuroscience,3,Undirected
Pulmonary and Respiratory Medicine,Radiological and Ultrasound Technology,8,Undirected
Pulmonary and Respiratory Medicine,Environmental Engineering,6,Undirected
Pulmonary and Respiratory Medicine,Building and Construction,7,Undirected
Pulmonary and Respiratory Medicine,"Management, Monitoring, Policy and Law",7,Undirected
Pulmonary and Respiratory Medicine,Microbiology,7,Undirected
Pulmonary and Respiratory Medicine,Periodontics,7,Undirected
Pulmonary and Respiratory Medicine,"Atomic and Molecular Physics, and Optics",2,Undirected
Pulmonary and Respiratory Medicine,Pharmacy,5,Undirected
Pulmonary and Respiratory Medicine,Biophysics,2,Undirected
Pulmonary and Respiratory Medicine,Virology,1,Undirected
Pulmonary and Respiratory Medicine,Clinical Psychology,7,Undirected
Pulmonary and Respiratory Medicine,Biochemistry,4,Undirected
Pulmonary and Respiratory Medicine,Aerospace Engineering,3,Undirected
Pulmonary and Respiratory Medicine,Pollution,2,Undirected
Pulmonary and Respiratory Medicine,Biomaterials,7,Undirected
Pulmonary and Respiratory Medicine,Reproductive Medicine,7,Undirected
Pulmonary and Respiratory Medicine,Geriatrics and Gerontology,8,Undirected
Pulmonary and Respiratory Medicine,Complementary and alternative medicine,9,Undirected
Pulmonary and Respiratory Medicine,Environmental Chemistry,6,Undirected
Pulmonary and Respiratory Medicine,Family Practice,1,Undirected
Pulmonary and Respiratory Medicine,Pharmacology,12,Undirected
Pulmonary and Respiratory Medicine,Civil and Structural Engineering,3,Undirected
Pulmonary and Respiratory Medicine,Molecular Medicine,6,Undirected
Pulmonary and Respiratory Medicine,Social Psychology,6,Undirected
Pulmonary and Respiratory Medicine,Applied Psychology,2,Undirected
Pulmonary and Respiratory Medicine,Demography,1,Undirected
Pulmonary and Respiratory Medicine,Biological Psychiatry,3,Undirected
Pulmonary and Respiratory Medicine,Condensed Matter Physics,1,Undirected
Pulmonary and Respiratory Medicine,Modeling and Simulation,3,Undirected
Pulmonary and Respiratory Medicine,Mechanical Engineering,2,Undirected
Pulmonary and Respiratory Medicine,Organic Chemistry,11,Undirected
Pulmonary and Respiratory Medicine,Equine,1,Undirected
Pulmonary and Respiratory Medicine,Orthopedics and Sports Medicine,4,Undirected
Pulmonary and Respiratory Medicine,Fluid Flow and Transfer Processes,3,Undirected
Pulmonary and Respiratory Medicine,Computational Mechanics,5,Undirected
Pulmonary and Respiratory Medicine,Music,1,Undirected
Pulmonary and Respiratory Medicine,Dermatology,7,Undirected
Pulmonary and Respiratory Medicine,"Surfaces, Coatings and Films",4,Undirected
Pulmonary and Respiratory Medicine,Inorganic Chemistry,1,Undirected
Pulmonary and Respiratory Medicine,Transportation,1,Undirected
Pulmonary and Respiratory Medicine,"Safety, Risk, Reliability and Quality",7,Undirected
Pulmonary and Respiratory Medicine,Oral Surgery,5,Undirected
Pulmonary and Respiratory Medicine,Sensory Systems,2,Undirected
Pulmonary and Respiratory Medicine,Ocean Engineering,3,Undirected
Pulmonary and Respiratory Medicine,Complementary and Manual Therapy,3,Undirected
Pulmonary and Respiratory Medicine,Occupational Therapy,3,Undirected
Pulmonary and Respiratory Medicine,Signal Processing,3,Undirected
Pulmonary and Respiratory Medicine,Accounting,1,Undirected
Pulmonary and Respiratory Medicine,Toxicology,1,Undirected
Pulmonary and Respiratory Medicine,Physical and Theoretical Chemistry,1,Undirected
Pulmonary and Respiratory Medicine,Human-Computer Interaction,1,Undirected
Pulmonary and Respiratory Medicine,"Physical Therapy, Sports Therapy and Rehabilitation",1,Undirected
Pulmonary and Respiratory Medicine,Astronomy and Astrophysics,1,Undirected
Pulmonary and Respiratory Medicine,Archeology,2,Undirected
Pulmonary and Respiratory Medicine,Behavioral Neuroscience,2,Undirected
Pulmonary and Respiratory Medicine,Animal Science and Zoology,1,Undirected
Pulmonary and Respiratory Medicine,Applied Microbiology and Biotechnology,1,Undirected
Pulmonary and Respiratory Medicine,"Statistics, Probability and Uncertainty",1,Undirected
Pulmonary and Respiratory Medicine,Parasitology,1,Undirected
Psychiatry and Mental health,Geriatrics and Gerontology,28,Undirected
Psychiatry and Mental health,Sociology and Political Science,15,Undirected
Psychiatry and Mental health,Critical Care and Intensive Care Medicine,11,Undirected
Psychiatry and Mental health,Biological Psychiatry,26,Undirected
Psychiatry and Mental health,Immunology,17,Undirected
Psychiatry and Mental health,Clinical Psychology,133,Undirected
Psychiatry and Mental health,Cellular and Molecular Neuroscience,73,Undirected
Psychiatry and Mental health,Pharmacology,87,Undirected
Psychiatry and Mental health,Pathology and Forensic Medicine,47,Undirected
Psychiatry and Mental health,Applied Psychology,13,Undirected
Psychiatry and Mental health,Social Psychology,34,Undirected
Psychiatry and Mental health,Nutrition and Dietetics,20,Undirected
Psychiatry and Mental health,"Physical Therapy, Sports Therapy and Rehabilitation",22,Undirected
Psychiatry and Mental health,Rehabilitation,26,Undirected
Psychiatry and Mental health,Occupational Therapy,8,Undirected
Psychiatry and Mental health,Genetics,42,Undirected
Psychiatry and Mental health,Family Practice,7,Undirected
Psychiatry and Mental health,Behavioral Neuroscience,6,Undirected
Psychiatry and Mental health,Pharmacy,4,Undirected
Psychiatry and Mental health,Cardiology and Cardiovascular Medicine,33,Undirected
Psychiatry and Mental health,Orthopedics and Sports Medicine,2,Undirected
Psychiatry and Mental health,Urology,9,Undirected
Psychiatry and Mental health,Developmental Neuroscience,4,Undirected
Psychiatry and Mental health,Anesthesiology and Pain Medicine,9,Undirected
Psychiatry and Mental health,Small Animals,1,Undirected
Psychiatry and Mental health,Endocrine and Autonomic Systems,12,Undirected
Psychiatry and Mental health,Literature and Literary Theory,1,Undirected
Psychiatry and Mental health,Anatomy,1,Undirected
Psychiatry and Mental health,Developmental and Educational Psychology,14,Undirected
Psychiatry and Mental health,Speech and Hearing,19,Undirected
Psychiatry and Mental health,Neuropsychology and Physiological Psychology,6,Undirected
Psychiatry and Mental health,Complementary and alternative medicine,9,Undirected
Psychiatry and Mental health,Reproductive Medicine,5,Undirected
Psychiatry and Mental health,Human-Computer Interaction,1,Undirected
Psychiatry and Mental health,Infectious Diseases,7,Undirected
Psychiatry and Mental health,Biotechnology,3,Undirected
Psychiatry and Mental health,Obstetrics and Gynecology,2,Undirected
Psychiatry and Mental health,Sensory Systems,10,Undirected
Psychiatry and Mental health,Clinical Biochemistry,4,Undirected
Psychiatry and Mental health,Analytical Chemistry,1,Undirected
Psychiatry and Mental health,Oral Surgery,1,Undirected
Psychiatry and Mental health,Demography,5,Undirected
Psychiatry and Mental health,Automotive Engineering,1,Undirected
